weather_date,wind_direction,wind_speed,global_radiation,temperature,humity,atmospheric_pressure,precipitation
05/01/13 15:15,0,4.3,204.1,8.6,53,855,0
05/01/13 15:30,6.7,2.2,170.5,8.2,53,855.2,0
05/01/13 15:45,0.1,1.5,131.6,8,53,854.8,0
05/01/13 16:00,4,0.4,93.3,8,53,855.1,0
05/01/13 16:15,72.2,0,60.4,8,53,855,0
05/01/13 16:30,6.9,0,33.7,7.8,52,855,0
05/01/13 16:45,2.9,0,15.3,7.4,56,855.3,0
05/01/13 17:00,22.8,0,5.3,7,59,855.4,0
05/01/13 17:15,3.2,0,0.5,6.9,61,855.2,0
05/01/13 17:30,24.8,0,0,6.6,64,855.3,0
05/01/13 17:45,8.9,0,0,6.4,66,855.6,0
05/01/13 18:00,28,0,0,6.3,65,855.9,0
05/01/13 18:15,9.6,0,0,6.1,65,856,0
05/01/13 18:30,30.2,0,0,5.9,67,856.3,0
05/01/13 18:45,17.6,0,0,5.7,68,856.2,0
05/01/13 19:00,24.6,0,0,5.4,72,856.2,0
05/01/13 19:15,47,0,0,5.2,74,856.3,0
05/01/13 19:30,18.7,0,0,5.2,73,856.6,0
05/01/13 19:45,36.8,0,0,5,69,856.6,0
05/01/13 20:00,39.7,0,0,4.7,70,856.9,0
05/01/13 20:15,46.7,0,0,4.5,70,856.8,0
05/01/13 20:30,98.7,0,0,4.6,69,857.2,0
05/01/13 20:45,72.2,0,0,4.3,69,857,0
05/01/13 21:00,103.7,0,0.5,4.1,69,857.2,0
05/01/13 21:15,64.1,0,0,4,69,856.8,0
05/01/13 21:30,0.1,0,0,3.8,71,856.6,0
05/01/13 21:45,240.7,0,0,3.9,71,857.4,0
05/01/13 22:00,239.1,0,0,3.6,74,857.4,0
05/01/13 22:15,164.6,0,0,3.5,75,857.2,0
05/01/13 22:30,44.5,0,0,3.1,75,857.6,0
05/01/13 22:45,101.7,0,0,3.3,74,857.2,0
05/01/13 23:00,155.3,0,0.1,3.3,74,857.4,0
05/01/13 23:15,143.9,0,0,3.2,74,857.1,0
05/01/13 23:30,49.1,0,0,3.3,74,857,0
05/01/13 23:45,46.3,0,0,2.8,74,856.8,0
06/01/13 00:00,82.9,0,0,2.4,75,856.4,0
06/01/13 00:15,24.6,0,0,2.2,77,856.9,0
06/01/13 00:30,35.9,0,0,2,79,856.5,0
06/01/13 00:45,104.8,0,0,1.8,79,856.4,0
06/01/13 01:00,325.2,0,0,1.3,81,856.3,0
06/01/13 01:15,87.9,0,0,1.3,81,856.5,0
06/01/13 01:30,26.4,0,0,1.2,81,856.2,0
06/01/13 01:45,69.5,0,0,1.1,81,856.2,0
06/01/13 02:00,48.7,0,0,1.1,81,856.7,0
06/01/13 02:15,18.7,0,0,1.2,80,856.1,0
06/01/13 02:30,16.5,0,0,1,80,856.2,0
06/01/13 02:45,97.4,0,0,0.5,82,856.6,0
06/01/13 03:00,189.5,0,0,0.2,83,856.2,0
06/01/13 03:15,23.2,0,0,0.1,85,856.5,0
06/01/13 03:30,35.9,0,0,0.8,84,856.9,0
06/01/13 03:45,137.8,0,0,0.9,82,856.4,0
06/01/13 04:00,41.4,0,0,0.1,82,856.8,0
06/01/13 04:15,59.7,0,0,0.4,83,856.9,0
06/01/13 04:30,22.8,0,0,0.5,82,856.8,0
06/01/13 04:45,2.9,0,0,0.1,83,856.6,0
06/01/13 05:00,5.9,0,0,-0.4,83,856.7,0
06/01/13 05:15,5.2,0,0,-0.5,85,856.6,0
06/01/13 05:30,37.7,0,0,-0.5,85,856.6,0
06/01/13 05:45,78.3,0,0,-0.4,84,856.9,0
06/01/13 06:00,24.7,0,0,-0.4,84,857.3,0
06/01/13 06:15,205.2,0,0,-0.7,85,857.3,0
06/01/13 06:30,44.7,0,0.2,-0.6,85,857.4,0
06/01/13 06:45,70.1,0,4.2,-1,85,857.8,0
06/01/13 07:00,216.4,0,15.7,-0.7,85,857.9,0
06/01/13 07:15,272.6,0,34.3,-0.7,83,858.2,0
06/01/13 07:30,198.9,0,59.8,-0.3,81,858.2,0
06/01/13 07:45,51.4,0,86.8,0.7,77,859.1,0
06/01/13 08:00,26.4,0,110.9,2.1,73,858.7,0
06/01/13 08:15,2.2,0,138,2.5,72,858.8,0
06/01/13 08:30,15.3,0,167.2,2.7,72,858.4,0
06/01/13 08:45,0,0,195.3,3.3,70,858.6,0
06/01/13 09:00,0.1,0,221.8,3.9,67,859,0
06/01/13 09:15,0.3,0,247.9,4.2,66,858.8,0
06/01/13 09:30,4.6,0.2,266.2,4.8,64,858.6,0
06/01/13 09:45,6.6,1.7,287.9,5.3,63,858.8,0
06/01/13 10:00,5.5,1.8,304.3,5.7,61,858.5,0
06/01/13 10:15,10.8,1.2,322.1,6.1,59,858.2,0
06/01/13 10:30,0.7,0.7,332.2,6.8,56,858.2,0
06/01/13 10:45,95.6,1,344.8,7,55,857.8,0
06/01/13 11:00,0,3.3,356.9,7.5,52,857.5,0
06/01/13 11:15,0,5.2,365.9,8.2,50,857.4,0
06/01/13 11:30,0.9,4,370.8,8.8,48,856.9,0
06/01/13 11:45,4.3,4.6,368.9,9.1,46,856.5,0
06/01/13 12:00,3.5,6.2,372.4,9.4,46,856,0
06/01/13 12:15,0.4,9.5,370.5,9.4,46,855.7,0
06/01/13 12:30,54.2,7.8,368.2,9.6,47,855.4,0
06/01/13 12:45,0.6,13.9,359.3,9.9,46,854.9,0
06/01/13 13:00,2.7,11.6,367.2,10.3,43,854.4,0
06/01/13 13:15,13.1,9.5,363.8,10.7,41,854.1,0
06/01/13 13:30,3.6,10.9,342.7,11,39,854,0
06/01/13 13:45,4.4,12.5,316.5,10.8,40,853.8,0
06/01/13 14:00,0.6,6.5,311,11,40,853.9,0
06/01/13 14:15,2.3,10.9,273.7,11.2,39,853.5,0
06/01/13 14:30,7.4,7.8,238.1,11.3,40,853.5,0
06/01/13 14:45,0.9,9.3,209.5,11,41,853.2,0
06/01/13 15:00,1.9,11.4,175.2,10.8,42,853.2,0
06/01/13 15:15,0,10.7,127.6,10.6,42,853,0
06/01/13 15:30,265.6,7.7,125.6,10.4,44,853.5,0
06/01/13 15:45,0.1,4.2,74.9,10.1,45,853.2,0
06/01/13 16:00,75.6,2.7,72.4,9.9,47,853.1,0
06/01/13 16:15,95.8,1.6,52.1,9.7,48,853.1,0
06/01/13 16:30,0,2.9,33.6,9.4,49,853,0
06/01/13 16:45,0,7,16.2,9.2,49,852.9,0
06/01/13 17:00,0,4.2,3.8,8.8,51,853.7,0
06/01/13 17:15,0,4.2,0.1,8.6,51,853.2,0
06/01/13 17:30,0,8.4,0,8.5,50,853.2,0
06/01/13 17:45,4.1,8.3,0,8.4,50,853,0
06/01/13 18:00,1.3,7.2,0,8.1,50,853.3,0
06/01/13 18:15,0.3,6.7,0,7.9,50,853,0
06/01/13 18:30,0.2,8,0,7.7,50,853,0
06/01/13 18:45,0,6.2,0,7.3,52,853.2,0
06/01/13 19:00,0,6,0,7.1,52,853.8,0
06/01/13 19:15,0,6.9,0,7,51,853.4,0
06/01/13 19:30,0,1.4,0,6.7,52,853.3,0
06/01/13 19:45,0,0,0,6.8,53,853.2,0
06/01/13 20:00,8.8,1.3,0,7.2,52,853.2,0
06/01/13 20:15,5.8,0,0,7.5,50,853.3,0
06/01/13 20:30,5.9,3.9,0,7.3,52,852.8,0
06/01/13 20:45,0,5.8,0,7.7,50,853,0
06/01/13 21:00,0,3.1,0,7.7,50,852.8,0
06/01/13 21:15,96.5,2.6,0,7,53,853.1,0
06/01/13 21:30,77.4,4.9,0,6.5,53,852.8,0
06/01/13 21:45,24.2,8.2,0,6.4,54,852.9,0
06/01/13 22:00,10.4,7.2,0,6.2,55,852.8,0
06/01/13 22:15,16.9,7.4,0,6,58,852.4,0
06/01/13 22:30,15.8,12.9,0,6.1,60,852.1,0
06/01/13 22:45,23.2,11.3,0,5.8,60,852,0
06/01/13 23:00,26.3,9.5,0,6.1,58,851.7,0
06/01/13 23:15,1,8.1,0,6.2,57,851.6,0
06/01/13 23:30,15.1,5.9,0,6,58,850.8,0
06/01/13 23:45,9.2,0.5,0,5.8,58,850.8,0
07/01/13 00:00,20.3,4.3,0,5.8,57,850.9,0
07/01/13 00:15,3.4,5.3,0,6.1,54,850.6,0
07/01/13 00:30,7.6,1.7,0,6.3,52,850.8,0
07/01/13 00:45,0,3.7,0,6.2,52,850.3,0
07/01/13 01:00,5.5,0.2,0,6.2,52,850.2,0
07/01/13 01:15,5.3,2.7,0,6.1,52,850.4,0
07/01/13 01:30,1.2,1.2,0,5.8,54,850.2,0
07/01/13 01:45,1.5,2.6,0,5.7,54,849.9,0
07/01/13 02:00,7.3,2.7,0,5.7,54,849.8,0
07/01/13 02:15,0.1,0.5,0,5.3,56,849.3,0
07/01/13 02:30,5.8,4,0,5,58,849.2,0
07/01/13 02:45,2.3,8.1,0,4.8,59,848.9,0
07/01/13 03:00,10.3,3.5,0,4.8,59,849.1,0
07/01/13 03:15,22.2,0.3,0,5.2,57,849,0
07/01/13 03:30,7.7,4.2,0,5.3,56,848.8,0
07/01/13 03:45,13.8,5.3,0,5.2,58,848.6,0
07/01/13 04:00,5.5,7.2,0,5.1,58,848.3,0
07/01/13 04:15,0.4,7.7,0,5.2,58,848.1,0
07/01/13 04:30,0.6,5.8,0,5.7,58,848.1,0
07/01/13 04:45,4.6,7.4,0,5.8,58,847.9,0
07/01/13 05:00,14.9,8.6,0,5.6,59,847.7,0
07/01/13 05:15,10.2,6.5,0,5.5,60,848,0
07/01/13 05:30,1.4,8.5,0,5.7,59,848.2,0
07/01/13 05:45,0.2,2.8,0,5.6,60,848.2,0
07/01/13 06:00,0.3,3.4,0,5.5,60,848.5,0
07/01/13 06:15,0,9.6,0,5.8,60,848.3,0
07/01/13 06:30,0,8.8,0,5.7,60,848.2,0
07/01/13 06:45,0,7.3,1.5,5.4,61,848.2,0
07/01/13 07:00,0,10.4,6.3,5.1,62,848.1,0
07/01/13 07:15,0,6.1,15.4,5,62,848.5,0
07/01/13 07:30,0,5.6,27.1,5.1,62,848.2,0
07/01/13 07:45,0,2.6,31.8,5,63,848.2,0
07/01/13 08:00,0,9.2,39.6,5,63,848.2,0
07/01/13 08:15,0,9,49,5.1,63,848.5,0
07/01/13 08:30,0,6.6,52,5.1,63,848.2,0
07/01/13 08:45,0,4.9,128.5,5.6,61,848.1,0
07/01/13 09:00,0,4,234.8,7.2,56,848.9,0
07/01/13 09:15,7.7,9.2,182.9,7.3,55,848.7,0
07/01/13 09:30,3,11.5,290.3,7.8,53,848.5,0
07/01/13 09:45,2.8,9.4,368.6,8.6,51,848.6,0
07/01/13 10:00,8.4,10.5,205.8,8.8,51,848.1,0
07/01/13 10:15,0.3,11.5,260.3,9.3,49,848,0
07/01/13 10:30,1.7,13.4,353.5,9.9,48,848.1,0
07/01/13 10:45,12.9,11.1,376.8,10.5,46,847.2,0
07/01/13 11:00,0,9,383.2,11,45,847.2,0
07/01/13 11:15,0.2,16.7,394,11.5,43,846.9,0
07/01/13 11:30,0.1,15.6,401,11.9,42,846.3,0
07/01/13 11:45,1.3,16.5,403.7,12.3,42,845.8,0
07/01/13 12:00,3.1,18.7,403.4,12.4,43,845.1,0
07/01/13 12:15,6.1,22.9,402.5,12.6,42,844.7,0
07/01/13 12:30,0.6,21.4,396,12.8,42,844.1,0
07/01/13 12:45,5,19.2,387.4,13.2,41,843.8,0
07/01/13 13:00,11.2,18.3,376.3,13.9,39,843.5,0
07/01/13 13:15,3.7,21.9,362.6,14.3,37,843.1,0
07/01/13 13:30,2.9,21.5,348.2,14.6,36,843,0
07/01/13 13:45,15.5,14.9,331.3,15.1,34,842.7,0
07/01/13 14:00,20.7,17.2,312.6,15.5,32,842.8,0
07/01/13 14:15,44.5,21.6,290.1,15.4,33,842.3,0
07/01/13 14:30,31.3,20.8,265.1,15.4,33,842.1,0
07/01/13 14:45,33.6,22.7,240.4,15.6,32,842.1,0
07/01/13 15:00,34.2,23.9,213.6,15.6,33,842.1,0
07/01/13 15:15,13.2,20,185.2,15.5,33,841.9,0
07/01/13 15:30,21,23.9,152.2,15.3,33,841.8,0
07/01/13 15:45,22.9,21.2,118.9,15.1,33,841.9,0
07/01/13 16:00,26.3,18.7,87.4,15,34,841.8,0
07/01/13 16:15,24,12.4,60.2,15.1,34,842.4,0
07/01/13 16:30,12.1,14.7,36.9,14.9,34,841.9,0
07/01/13 16:45,38.9,13.1,17.3,14.4,35,842,0
07/01/13 17:00,1.8,10.9,5.8,13.8,37,842.1,0
07/01/13 17:15,0.1,11.4,0.4,13.5,38,841.9,0
07/01/13 17:30,0,9.3,0,13.2,39,842.2,0
07/01/13 17:45,0,5.5,0,13.1,39,841.9,0
07/01/13 18:00,0,6.1,0,12.8,40,841.9,0
07/01/13 18:15,0,6.4,0,12.5,41,842,0
07/01/13 18:30,0,9.8,0,12.3,42,841.9,0
07/01/13 18:45,2.9,1.8,0,11.9,44,842,0
07/01/13 19:00,2.8,0,0,11.6,44,841.9,0
07/01/13 19:15,0,0,0,11.5,44,841.9,0
07/01/13 19:30,0,0,0,11.1,45,841.8,0
07/01/13 19:45,0,0,0,10.8,45,841.9,0
07/01/13 20:00,0,0,0,10.4,45,841.8,0
07/01/13 20:15,3.7,0,0,10.2,45,842,0
07/01/13 20:30,13.3,0.9,0.2,9.9,45,841.8,0
07/01/13 20:45,0.2,4.9,0,10.4,43,841.7,0
07/01/13 21:00,6.8,4.3,0,10.3,37,841.9,0
07/01/13 21:15,3.9,3.2,0,10.8,25,841.6,0
07/01/13 21:30,3.2,3.5,0,10.4,23,841.5,0
07/01/13 21:45,21.5,5.4,0,10.3,23,841.7,0
07/01/13 22:00,30,8.8,0,11,19,841.4,0
07/01/13 22:15,49,8.2,0.1,11.3,18,841.4,0
07/01/13 22:30,11,8.1,0.2,10.9,19,841,0
07/01/13 22:45,88.7,5.6,0,10.6,19,841.1,0
07/01/13 23:00,78,4.9,0,10.3,20,841.2,0
07/01/13 23:15,73.6,5.5,0,10.2,21,840.9,0
07/01/13 23:30,70.7,4.4,0,10.3,21,840.8,0
07/01/13 23:45,66.6,6,0,10.7,21,840.7,0
08/01/13 00:00,37.1,7,0,8.3,26,841,0
08/01/13 00:15,20.3,9.6,0.5,7.6,28,840.9,0
08/01/13 00:30,36.7,8.1,0,7.2,29,840.7,0
08/01/13 00:45,33,6.2,0,7.4,29,840.5,0
08/01/13 01:00,54.9,0.6,0,7.7,27,840,0
08/01/13 01:15,106.5,2.6,0,8.3,27,840.3,0
08/01/13 01:30,63.7,1.7,0,8.8,27,840.5,0
08/01/13 01:45,75.5,0.1,0,8.7,28,840.6,0
08/01/13 02:00,67.6,0.9,0,8.9,27,840.7,0
08/01/13 02:15,72.9,1.8,0,9.2,28,840.5,0
08/01/13 02:30,113.4,0.1,0,8.9,30,840.6,0
08/01/13 02:45,85.1,0.1,0,8.8,31,840.9,0
08/01/13 03:00,41.3,1.2,0,8.6,32,841,0
08/01/13 03:15,300.1,3.2,0,7,38,841.3,0
08/01/13 03:30,150.4,0.2,0,7.2,39,841.2,0
08/01/13 03:45,286.7,0,0,7.6,42,841.1,0
08/01/13 04:00,255.4,4.4,0,6.8,44,840.7,0
08/01/13 04:15,227.5,0,0,4.9,55,841.1,0
08/01/13 04:30,119.1,1.4,0,5.2,56,840.9,0
08/01/13 04:45,204.1,6.5,0,5.8,54,841.2,0
08/01/13 05:00,170.7,9.3,0,6.1,54,841.4,0
08/01/13 05:15,149.6,2,0,6,55,841.4,0
08/01/13 05:30,5.2,2.4,0,6,55,841.9,0
08/01/13 05:45,0,0.3,0,5.9,56,842,0
08/01/13 06:00,271.8,2.4,0,5.8,56,842,0
08/01/13 06:15,95.7,0.8,0,5.4,59,842.1,0
08/01/13 06:30,0,0.1,0,5.3,60,842.4,0
08/01/13 06:45,0,2.9,2.5,5,62,842.6,0
08/01/13 07:00,206.3,4.6,9.3,4.9,64,843,0
08/01/13 07:15,0.3,2.5,12.5,4.7,66,843,0
08/01/13 07:30,26.8,5.1,12.7,4.7,66,843.3,0
08/01/13 07:45,0.2,3.1,18.1,4.9,66,843.5,0
08/01/13 08:00,6.2,5.6,34,5.1,65,843.8,0
08/01/13 08:15,18.1,2.9,32.5,5.4,64,844.2,0
08/01/13 08:30,138.9,2.2,26.5,5.5,64,844.1,0
08/01/13 08:45,24,0.9,41.6,5.7,64,844.6,0
08/01/13 09:00,144.2,2.8,66.6,5.4,67,844.5,0
08/01/13 09:15,109.4,0,43.9,5.2,70,844.9,0
08/01/13 09:30,259.1,0,41.2,5.2,69,845.1,0
08/01/13 09:45,48.5,0,58.4,5.1,69,845.2,0
08/01/13 10:00,10.3,0.1,91.4,5.1,70,845.4,0
08/01/13 10:15,102,0.9,110.2,5.3,70,845.2,0
08/01/13 10:30,161.1,0.4,88.7,5.4,69,845.5,0
08/01/13 10:45,165.4,3.1,71.8,5.5,69,845.4,0
08/01/13 11:00,188.7,3.1,39.2,5,74,845.4,0
08/01/13 11:15,6.4,1.1,69.7,4.9,76,845.5,0
08/01/13 11:30,13.6,0.5,85.6,5.1,75,845.7,0
08/01/13 11:45,192.3,1.2,71.9,5.2,73,845.8,0
08/01/13 12:00,1,0.3,91.3,5.1,73,845.1,0
08/01/13 12:15,6,0.2,57.3,4.8,76,844.9,0
08/01/13 12:30,205.1,0,43.3,4.7,77,844.9,0.2
08/01/13 12:45,172.9,2.1,70.4,4.7,78,844.2,0
08/01/13 13:00,232.6,6.9,223.2,4.9,80,843.4,0.2
08/01/13 13:15,203.5,9,304.9,5.6,77,843.9,0
08/01/13 13:30,221.7,8.1,168.8,5.9,74,843.9,0
08/01/13 13:45,288.4,8.4,144.2,5.8,74,843.7,0
08/01/13 14:00,103.2,12.7,102.5,6,73,844,0
08/01/13 14:15,239.8,6,61.6,6.1,72,844.2,0
08/01/13 14:30,281,1,39.3,6.2,71,844.3,0
08/01/13 14:45,136.6,6,41.4,6.2,71,844.3,0
08/01/13 15:00,184.5,5,35.9,6.3,69,844.5,0
08/01/13 15:15,201.1,4,36.8,6.7,68,844.5,0
08/01/13 15:30,145.2,4.9,42.4,6.8,66,844.7,0
08/01/13 15:45,186.3,11.9,22,6.7,67,844.7,0
08/01/13 16:00,154,4.8,22.2,6.7,66,844.8,0
08/01/13 16:15,146.8,1.2,12.5,6.8,66,844.9,0
08/01/13 16:30,273.2,5.3,4,6.6,69,844.9,0
08/01/13 16:45,68.7,17,8.6,6,71,844.6,0
08/01/13 17:00,119.3,7.7,2.7,5.7,72,844.7,0
08/01/13 17:15,91.2,7.2,0.3,5.9,68,844.4,0
08/01/13 17:30,75.1,5.3,0,6.2,65,844.4,0
08/01/13 17:45,169.3,3,0,6.4,63,844.8,0
08/01/13 18:00,120.2,2.3,0,6.4,63,844.9,0
08/01/13 18:15,306,5.5,3.7,6.6,62,845.4,0
08/01/13 18:30,294.8,0.5,0,6.5,63,845.1,0
08/01/13 18:45,203.7,0,0,6.4,64,845.4,0
08/01/13 19:00,17.3,1.3,0,6.1,68,845.4,0
08/01/13 19:15,22.2,0.5,0,5.8,72,845.5,0
08/01/13 19:30,40.4,0,0,6,69,845.6,0
08/01/13 19:45,56.6,0,0,6.1,69,845.9,0
08/01/13 20:00,259.4,0,0,6.1,69,846.1,0
08/01/13 20:15,131,0.4,0,6.3,65,846.3,0
08/01/13 20:30,135.6,1.8,0,6.4,62,846.3,0
08/01/13 20:45,206.4,6.9,0,6.6,60,846.5,0
08/01/13 21:00,110.2,13,0,6.9,59,846.5,0
08/01/13 21:15,165.2,12.8,0,6.8,60,846.4,0
08/01/13 21:30,154.4,15.6,0.3,7,58,846.8,0
08/01/13 21:45,84.8,16,0,7.1,57,846.9,0
08/01/13 22:00,233.7,10.9,0,6.8,58,847,0
08/01/13 22:15,42.7,11.4,0,6.7,59,847.3,0
08/01/13 22:30,95.5,9,0,6.6,58,847.7,0
08/01/13 22:45,75.2,4.6,0.1,6.5,58,847.7,0
08/01/13 23:00,125,9.4,0,6.3,59,848.1,0
08/01/13 23:15,131.2,6.6,0,6.1,59,847.9,0
08/01/13 23:30,111.5,7,0,5.9,58,848,0
08/01/13 23:45,179.1,6.9,0,5.7,58,847.7,0
09/01/13 00:00,74.6,8.1,0.6,5.4,59,848.4,0
09/01/13 00:15,324.8,9.9,3.1,5.7,57,848.4,0
09/01/13 00:30,107.9,8.6,0,5.6,56,848.4,0
09/01/13 00:45,78.6,8.5,0.1,5.5,55,847.5,0
09/01/13 01:00,44.9,9.6,0,5.6,53,847.2,0
09/01/13 01:15,11.8,9.8,0,5.7,52,847.2,0
09/01/13 01:30,102.9,10.2,0,6.2,49,847.3,0
09/01/13 01:45,23.5,12.3,0,6.3,47,847.2,0
09/01/13 02:00,34.5,10.2,0.3,6,50,847.4,0
09/01/13 02:15,75.2,13.4,0,5.7,50,847.4,0
09/01/13 02:30,295.8,9.5,0,5.5,51,847.5,0
09/01/13 02:45,118.4,12.8,0,5.4,51,847.5,0
09/01/13 03:00,37.1,7.7,0,5.4,51,847.8,0
09/01/13 03:15,70.7,5.3,0,5.4,51,847.9,0
09/01/13 03:30,279,5.9,0,5.6,49,847.7,0
09/01/13 03:45,68.1,5.7,0.1,5.2,51,847.8,0
09/01/13 04:00,187,7.7,0.1,5.2,49,847.8,0
09/01/13 04:15,267.8,7.6,0,5,50,847.8,0
09/01/13 04:30,252.2,9.1,0,4.6,51,847.8,0
09/01/13 04:45,195.4,6.1,0,4.5,52,848.1,0
09/01/13 05:00,32,11.7,0,4.7,50,848.6,0
09/01/13 05:15,145.6,11.8,0.1,4.5,50,848.9,0
09/01/13 05:30,207.4,10.4,0.2,4.6,51,849.6,0
09/01/13 05:45,63.8,6.2,0,4.5,51,849.8,0
09/01/13 06:00,72.1,8.4,0,4.6,51,849.9,0
09/01/13 06:15,177.1,17.1,0,4.6,52,849.9,0
09/01/13 06:30,158.4,13.6,0,4.5,55,850.2,0
09/01/13 06:45,276.7,18.2,0.1,4.7,57,850.3,0
09/01/13 07:00,107.7,20.9,1.5,4.7,59,850.8,0
09/01/13 07:15,180.8,21.8,4,4.6,60,850.7,0
09/01/13 07:30,150.9,27.1,10.5,4.8,60,850.8,0
09/01/13 07:45,160,24.4,13,4.8,58,851.1,0
09/01/13 08:00,107,26.8,16,4.7,60,851.6,0
09/01/13 08:15,111.5,22,16.1,4.3,65,851.4,0
09/01/13 08:30,174.7,24.5,19,4.2,67,851.5,0
09/01/13 08:45,237.8,22.7,34,3.8,72,851.6,0
09/01/13 09:00,145.5,21,101.5,3.4,76,850.5,0
09/01/13 09:15,96.6,22,93.2,3.2,78,850.2,0
09/01/13 09:30,108.7,19.3,93.9,2.9,82,850,0
09/01/13 09:45,175.9,20.6,118.1,3.1,81,850.3,0
09/01/13 10:00,171.8,26.8,140.9,3.3,79,850.3,0
09/01/13 10:15,94.9,24.9,67.2,3.4,78,850.4,0
09/01/13 10:30,89.8,17.5,72.8,3.4,78,850.6,0
09/01/13 10:45,94,13.7,69.5,3.9,77,850.7,0
09/01/13 11:00,95.5,18.8,72.7,4,76,850.4,0
09/01/13 11:15,113.5,21.4,77.3,4.4,75,850,0
09/01/13 11:30,105.1,22,147.2,4.7,74,849.7,0
09/01/13 11:45,185.5,17.8,181.5,5,73,850.2,0
09/01/13 12:00,107.8,22.1,163.5,5.5,70,849,0
09/01/13 12:15,105.9,18.5,75.4,5.5,70,849.1,0
09/01/13 12:30,182.4,12.3,65,5.4,70,850.1,0
09/01/13 12:45,210.6,16.8,70.3,5.3,71,849.3,0
09/01/13 13:00,94.5,15,84.9,5.3,71,849.3,0
09/01/13 13:15,183.6,9.4,87.8,5.4,71,849.3,0
09/01/13 13:30,72.9,18.8,99.2,5.5,69,849.3,0
09/01/13 13:45,113,14.9,93.4,5.6,69,849.2,0
09/01/13 14:00,154.2,10,78.6,5.9,68,849.1,0
09/01/13 14:15,111.9,12.8,63.1,5.9,67,849.4,0
09/01/13 14:30,128.8,13.5,90.3,6.1,66,849.6,0
09/01/13 14:45,136.4,16.5,52.6,6.1,66,849.8,0
09/01/13 15:00,117.3,17.4,58.6,5.6,68,849.7,0
09/01/13 15:15,85,14.1,74.6,5.7,67,849.4,0
09/01/13 15:30,163,9.3,51.1,5.8,66,849.8,0
09/01/13 15:45,116.1,15.4,45,5.9,64,850.1,0
09/01/13 16:00,122.9,11.4,41.8,6,64,849.8,0
09/01/13 16:15,102,12.4,18.7,6.1,63,850.3,0
09/01/13 16:30,205.2,10.3,16.3,6.1,63,849.9,0
09/01/13 16:45,79.5,6.2,8.5,6.2,62,850.5,0
09/01/13 17:00,129.5,5.1,1.6,6.2,61,850.7,0
09/01/13 17:15,75.5,0.5,0.4,6.1,62,850.1,0
09/01/13 17:30,95,1.4,0,6.1,63,850.8,0
09/01/13 17:45,47,0.4,0,6.1,64,850.2,0
09/01/13 18:00,61.1,0.6,0,6.1,66,851.1,0
09/01/13 18:15,82.4,1.4,0,5.8,69,850.7,0
09/01/13 18:30,74.1,2.7,0,5.3,75,850.7,0
09/01/13 18:45,42.8,0,0,5.3,76,850.7,0
09/01/13 19:00,29.2,0,0,5.4,75,850.6,0
09/01/13 19:15,38.5,0,0,5.4,75,850.8,0
09/01/13 19:30,9.1,0,0,5.5,75,850.7,0
09/01/13 19:45,81.9,0,0,5.5,74,851,0
09/01/13 20:00,104.6,0,0,5.6,73,851,0
09/01/13 20:15,31.8,1.7,0,5.6,74,850.9,0
09/01/13 20:30,55.1,0.8,0,5.3,76,850.9,0
09/01/13 20:45,33.3,0.4,0,5.4,75,851,0
09/01/13 21:00,19.9,0,0,5.4,74,851.1,0
09/01/13 21:15,93.9,0,0,5.3,74,851,0
09/01/13 21:30,62.1,0,0,5,75,851,0
09/01/13 21:45,44,0,0,5,75,851.1,0
09/01/13 22:00,43.9,0,0,4.8,75,850.7,0
09/01/13 22:15,44.7,1.1,0,4.6,76,851.2,0
09/01/13 22:30,35.6,2,0,4.6,76,850.5,0
09/01/13 22:45,43.8,1.7,0,4.7,76,850.7,0
09/01/13 23:00,34,0,0,4.7,75,850.5,0
09/01/13 23:15,25,0,0,4.8,75,850.5,0
09/01/13 23:30,73.7,0,0,4.5,75,850.2,0
09/01/13 23:45,110.8,0,0,4.3,76,850,0
10/01/13 00:00,33.4,0,0,4.5,75,850.1,0
10/01/13 00:15,50.6,0.3,0,4.4,74,849.9,0
10/01/13 00:30,139.3,0,0,4,75,849.8,0
10/01/13 00:45,231.2,0,0,3.7,78,849.3,0
10/01/13 01:00,180.7,0,0,3.4,80,848.7,0
10/01/13 01:15,115.2,0,0,3.3,80,848.6,0
10/01/13 01:30,44.2,0,0,3.4,78,848.6,0
10/01/13 01:45,79.8,0,0,3.4,76,848.5,0
10/01/13 02:00,41.2,0,0,3.4,76,848.4,0
10/01/13 02:15,81.2,0,0,3.6,77,848.3,0
10/01/13 02:30,153,0,0,3.1,78,848.5,0
10/01/13 02:45,99.9,0,0,2.8,80,848.3,0
10/01/13 03:00,94.7,0,0,2.7,80,848.1,0
10/01/13 03:15,98.3,0,0,2.7,80,848.1,0
10/01/13 03:30,102,0,0,2.7,80,848,0
10/01/13 03:45,50.7,0,0,2.5,80,848.8,0
10/01/13 04:00,45,0,0,2.2,80,847.9,0
10/01/13 04:15,40.8,0,0,2.7,78,847.8,0
10/01/13 04:30,159.1,0,0,2.9,78,847.5,0
10/01/13 04:45,85.9,0,0,2.9,77,847.6,0
10/01/13 05:00,81.9,0,0,2.9,76,848.2,0
10/01/13 05:15,283.3,0,0,3.1,76,847.6,0
10/01/13 05:30,50.2,2.4,0,4,72,848.6,0
10/01/13 05:45,115.9,0.2,0,3.9,70,848.7,0
10/01/13 06:00,171.5,0,0,1.9,79,849,0
